,GPU,TP,EP,BatchSize,DenseMLA,DenseMLP,SparseMLA,Combine,SharedExpert,RoutedExpert,Dispatch,COMP_SUM,COMM_SUM,Delta,TPOT,TPOT_O,TPS,TPS_O,Total,Total_O,Comm_Impact,index_value
31,H800,1,320,128,0.4737073743993154,0.1714972519501828,0.5237073743993154,0.33941176470588236,0.0342806095532503,0.1013036999554142,0.17470588235294118,0.6592916839079799,0.5141176470588236,-0.0438703368937421,40.17453154571133,40.17453154571133,24.891391673408346,24.891391673408346,3186.0981341962683,3186.0981341962683,0.0,8
32,GB300-NVL72,1,144,16,0.015312392455995472,0.04731831963105883,0.06531239245599547,0.020294117647058824,0.005699720056470588,0.014715407510588235,0.020294117647058824,0.0857275200230543,0.04058823529411765,-0.030423877218348414,5.160088297598312,5.160088297598312,193.795133402162,193.795133402162,3100.722134434592,3100.722134434592,0.0,8
33,H800,4,320,64,0.2630944960231871,0.14133686126920905,0.16911443938162973,0.17470588235294118,0.030291139886454835,0.06938794262105044,0.09235294117647058,0.26879352188913497,0.2670588235294118,0.06765324426132723,20.727206508603995,16.803318341447017,48.245768168754125,59.51205468347302,3087.729162800264,3808.771499742273,0.18931099883277316,8
34,H800,1,144,128,0.4737073743993154,0.1714972519501828,0.5237073743993154,0.33941176470588236,0.035876397419968495,0.13877588524210088,0.17470588235294118,0.6983596570613848,0.5141176470588236,-0.04546612476046029,42.440473988608815,42.440473988608815,23.5624135646648,23.5624135646648,3015.9889362770946,3015.9889362770946,0.0,8
35,GB300-NVL72,8,16,32,0.030624784911990943,0.04831310985035294,0.07746792047863146,0.012287581699346406,0.007910364988235294,0.10445939049411765,0.012287581699346406,0.1898376759609844,0.024575163398692812,-0.06080312206817395,11.247398890024126,11.247398890024126,88.9094456218628,88.9094456218628,2845.1022598996096,2845.1022598996096,0.0,8
36,H800,4,144,64,0.2630944960231871,0.14133686126920905,0.16911443938162973,0.17470588235294118,0.033083768653211665,0.11643485510804624,0.09235294117647058,0.31863306314288764,0.2670588235294118,0.0648606154945704,23.455927432849755,19.694011734164672,42.6331469033926,50.77685610724124,2728.5214018171264,3249.718790863439,0.1603823046202199,8
37,H800,1,72,128,0.4737073743993154,0.1714972519501828,0.5237073743993154,0.33941176470588236,0.04146165495348215,0.23286971021609248,0.17470588235294118,0.79803873956889,0.5141176470588236,-0.05105138229397394,48.22186077404412,48.22186077404412,20.737482626100974,20.737482626100974,2654.3977761409246,2654.3977761409246,0.0,8
38,GB300-NVL72,1,72,16,0.015312392455995472,0.04731831963105883,0.06531239245599547,0.011143790849673202,0.006252381289411765,0.02943081502117647,0.011143790849673202,0.10099558876658371,0.022287581699346404,-0.04927719204606084,6.0456362847230185,6.0456362847230185,165.40856130014694,165.40856130014694,2646.536980802351,2646.536980802351,0.0,8
39,H800,8,320,32,0.15778805683512295,0.12625666592872217,0.10666006117166547,0.09235294117647058,0.02889482550307642,0.05821742755402312,0.051176470588235295,0.193772314228765,0.14352941176470588,0.007974525089963984,12.553450848777816,12.090928393559905,79.65937112004214,82.706634879472,2549.0998758413484,2646.612316143104,0.03684424791155668,8
40,H800,4,72,64,0.2630944960231871,0.14133686126920905,0.16911443938162973,0.17470588235294118,0.0342806095532503,0.17542134701423773,0.09235294117647058,0.37881639594911776,0.2670588235294118,0.06366377459453176,26.877143963408862,23.18464503692602,37.2063341760353,43.13199526701,2381.205387266259,2760.44769708864,0.1373843490033722,8
41,H800,1,36,128,0.4737073743993154,0.1714972519501828,0.5237073743993154,0.33941176470588236,0.04385533675355943,0.35084269402847545,0.17470588235294118,0.9184054051813503,0.5141176470588236,-0.053445064094051226,55.203127379566816,55.203127379566816,18.114915720701458,18.114915720701458,2318.7092122497866,2318.7092122497866,0.0,8
42,H800,8,144,32,0.15778805683512295,0.12625666592872217,0.10666006117166547,0.09235294117647058,0.02949324595309574,0.08771067350711886,0.051176470588235295,0.22386398063188007,0.14352941176470588,0.007376104639944665,14.26405911405737,13.83624504494058,70.106271433949,72.2739440326452,2243.400685886368,2312.7662090446465,0.029992449252763766,8
43,GB300-NVL72,1,36,16,0.015312392455995472,0.04731831963105883,0.06531239245599547,0.011143790849673202,0.006528711905882353,0.052229695247058824,0.011143790849673202,0.12407079960893665,0.022287581699346404,-0.04955352266253143,7.383998513579488,7.383998513579488,135.42797959140395,135.42797959140395,2166.8476734624633,2166.8476734624633,0.0,8
44,GB300-NVL72,8,8,32,0.030624784911990943,0.04831310985035294,0.07746792047863146,0.012287581699346406,0.009568348687058824,0.20007620126117648,0.012287581699346406,0.2871124704268668,0.024575163398692812,-0.062461105766997475,16.889336969045306,16.889336969045306,59.208955439328086,59.208955439328086,1894.6865740584988,1894.6865740584988,0.0,8
45,H800,8,72,32,0.15778805683512295,0.12625666592872217,0.10666006117166547,0.09235294117647058,0.033083768653211665,0.1658466198139286,0.051176470588235295,0.3055904496388058,0.14352941176470588,0.003785581939828739,18.795943999852337,18.57638024734227,53.202967619389376,53.83180074293916,1702.49496382046,1722.617623774053,0.011681443215184715,8
46,H800,8,320,16,0.10513483724109089,0.11871656825847873,0.08911013168877392,0.051176470588235295,0.02709956415301846,0.04385533675355943,0.030588235294117645,0.16006503259535182,0.08176470588235293,-0.03444498995943945,9.955326107029114,9.955326107029114,100.4487436422534,100.4487436422534,1607.1798982760545,1607.1798982760545,0.0,8
47,GB300-NVL72,1,16,16,0.015312392455995472,0.04731831963105883,0.06531239245599547,0.011143790849673202,0.007357703755294117,0.10003810063058824,0.011143790849673202,0.17270819684187783,0.022287581699346404,-0.05038251451194319,10.204967553090077,10.204967553090077,97.99149235875804,97.99149235875804,1567.8638777401286,1567.8638777401286,0.0,8
48,H800,1,36,64,0.2630944960231871,0.14133686126920905,0.3130944960231871,0.17470588235294118,0.04146165495348215,0.3316932396278572,0.09235294117647058,0.6862493906045264,0.2670588235294118,-0.08749732744725747,41.015758726939715,41.015758726939715,24.38087288979458,24.38087288979458,1560.3758649468532,1560.3758649468532,0.0,8
49,H20,8,320,32,0.6304477565674604,0.21199980362480128,0.16431278507611616,0.09235294117647058,0.03590847491255962,0.11432662282988872,0.051176470588235295,0.3145478828185645,0.14352941176470588,-0.0566918482239699,20.771119884053526,20.771119884053526,48.143769117028846,48.143769117028846,1540.600611744923,1540.600611744923,0.0,8
50,H20,4,320,64,1.208413895487862,0.3128231366613673,0.40258481212361547,0.17470588235294118,0.04711106747217806,0.20394736330683627,0.09235294117647058,0.6536432429026298,0.2670588235294118,-0.18263705606638173,42.47501918480022,42.47501918480022,23.543250107768102,23.543250107768102,1506.7680068971586,1506.7680068971586,0.0,8
51,H20,4,144,64,1.208413895487862,0.3128231366613673,0.40258481212361547,0.17470588235294118,0.04711106747217806,0.22865324565977743,0.09235294117647058,0.678349125255571,0.2670588235294118,-0.18263705606638173,43.90796036127081,43.90796036127081,22.774913518461997,22.774913518461997,1457.5944651815678,1457.5944651815678,0.0,8
52,H20,8,144,32,0.6304477565674604,0.21199980362480128,0.16431278507611616,0.09235294117647058,0.03715320741918389,0.14899036523582404,0.051176470588235295,0.3504563577311241,0.14352941176470588,-0.05793658073059417,22.853811428981984,22.853811428981984,43.7563774912334,43.7563774912334,1400.2040797194688,1400.2040797194688,0.0,8
53,H20,4,72,64,1.208413895487862,0.3128231366613673,0.40258481212361547,0.17470588235294118,0.049600532485426604,0.2979807304716481,0.09235294117647058,0.7501660750806902,0.2670588235294118,-0.1851265210796303,48.07334345112773,48.07334345112773,20.801548804622232,20.801548804622232,1331.2991234958229,1331.2991234958229,0.0,8
54,H800,8,144,16,0.10513483724109089,0.11871656825847873,0.08911013168877392,0.051176470588235295,0.02889482550307642,0.0829233099069643,0.030588235294117645,0.20092826709881462,0.08176470588235293,-0.03624025130949741,12.325393708229957,12.325393708229957,81.13331092476797,81.13331092476797,1298.1329747962875,1298.1329747962875,0.0,8
55,H20,8,72,32,0.6304477565674604,0.21199980362480128,0.16431278507611616,0.09235294117647058,0.038709123052464225,0.2108494550079491,0.051176470588235295,0.4138713631365295,0.14352941176470588,-0.059492496363874506,26.531881742495493,26.531881742495493,37.69050419059887,37.69050419059887,1206.096134099164,1206.096134099164,0.0,8
56,H20,4,36,64,1.208413895487862,0.3128231366613673,0.40258481212361547,0.17470588235294118,0.052712363751987276,0.4216989100158982,0.09235294117647058,0.8769960858915009,0.2670588235294118,-0.18823835234619096,55.42948407815474,55.42948407815474,18.040940063414897,18.040940063414897,1154.6201640585534,1154.6201640585534,0.0,8
57,H20,8,320,16,0.34146468710725963,0.1615881371065183,0.11793649364099926,0.051176470588235295,0.030929544886062532,0.07449518261791202,0.030588235294117645,0.2233612211449738,0.08176470588235293,-0.06710133264470886,14.464109299049815,14.464109299049815,69.1366457017642,69.1366457017642,1106.1863312282271,1106.1863312282271,0.0,8
58,H800,4,36,32,0.15778805683512295,0.12625666592872217,0.12361742189669722,0.09235294117647058,0.04146165495348215,0.3316932396278572,0.051176470588235295,0.49677231647803655,0.14352941176470588,-0.021549665085473492,29.664928524017654,29.664928524017654,33.7098401969979,33.7098401969979,1078.7148863039329,1078.7148863039329,0.0,8
59,GB300-NVL72,1,8,16,0.015312392455995472,0.04731831963105883,0.06531239245599547,0.011143790849673202,0.007357703755294117,0.1823910418070588,0.011143790849673202,0.2550611380183484,0.022287581699346404,-0.05038251451194319,14.98143814132537,14.98143814132537,66.74926602951167,66.74926602951167,1067.9882564721868,1067.9882564721868,0.0,8
60,H800,1,16,64,0.2630944960231871,0.14133686126920905,0.3130944960231871,0.17470588235294118,0.05821742755402312,0.6633864792557144,0.09235294117647058,1.0346984028329245,0.2670588235294118,-0.10425310004779845,61.225801436186806,61.225801436186806,16.332983424353536,16.332983424353536,1045.3109391586263,1045.3109391586263,0.0,8
61,H20,8,144,16,0.34146468710725963,0.1615881371065183,0.11793649364099926,0.051176470588235295,0.0317075027027027,0.10542472750397455,0.030588235294117645,0.25506872384767654,0.08176470588235293,-0.06787929046134902,16.303144455806574,16.303144455806574,61.33786047904625,61.33786047904625,981.40576766474,981.40576766474,0.0,8
62,H800,8,72,16,0.10513483724109089,0.11871656825847873,0.08911013168877392,0.051176470588235295,0.033083768653211665,0.1658466198139286,0.030588235294117645,0.2880405201559142,0.08176470588235293,-0.04042919445963265,17.377904385541733,17.377904385541733,57.54433778747174,57.54433778747174,920.7094045995478,920.7094045995478,0.0,8
63,H20,8,36,32,0.6304477565674604,0.21199980362480128,0.16431278507611616,0.09235294117647058,0.049600532485426604,0.39680425988341284,0.051176470588235295,0.6107175774449556,0.14352941176470588,-0.07038390579683688,37.94896217238421,37.94896217238421,26.351181765063092,26.351181765063092,843.237816482019,843.237816482019,0.0,8
64,H20,1,320,256,4.676210729010272,0.9177631348807632,4.726210729010272,0.6688235294117647,0.11432662282988872,0.7416718061685215,0.33941176470588236,5.582209158008682,1.0082352941176471,-3.8323020577225133,340.5500527561767,340.5500527561767,2.936425914213465,2.936425914213465,751.7250340386471,751.7250340386471,0.0,8
65,H20,1,144,256,4.676210729010272,0.9177631348807632,4.726210729010272,0.6688235294117647,0.11432662282988872,0.7663776885214627,0.33941176470588236,5.606915040361623,1.0082352941176471,-3.8323020577225133,341.9829939326472,341.9829939326472,2.9241220111575132,2.9241220111575132,748.5752348563234,748.5752348563234,0.0,8
66,H20,1,72,256,4.676210729010272,0.9177631348807632,4.726210729010272,0.6688235294117647,0.11432662282988872,0.8157894532273451,0.33941176470588236,5.656326805067506,1.0082352941176471,-3.8323020577225133,344.84887628558846,344.84887628558846,2.8998209614922583,2.8998209614922583,742.3541661420181,742.3541661420181,0.0,8
67,H800,4,16,32,0.15778805683512295,0.12625666592872217,0.12361742189669722,0.09235294117647058,0.04565059810361739,0.5628518436524685,0.051176470588235295,0.7321198636527831,0.14352941176470588,-0.025738608235608737,43.31508626015296,43.31508626015296,23.08664454675078,23.08664454675078,738.772625496025,738.772625496025,0.0,8
68,H20,1,320,128,2.364346173328665,0.5144698027344993,2.414346173328665,0.33941176470588236,0.06951625259141495,0.38318884426073135,0.17470588235294118,2.867051270180811,0.5141176470588236,-1.9697447788612563,174.92542159867654,174.92542159867654,5.716721965628613,5.716721965628613,731.7404116004625,731.7404116004625,0.0,8
69,H20,1,36,256,4.676210729010272,0.9177631348807632,4.726210729010272,0.6688235294117647,0.11432662282988872,0.9146129826391097,0.33941176470588236,5.7551503344792705,1.0082352941176471,-3.8323020577225133,350.5806409914708,350.5806409914708,2.852410781074272,2.852410781074272,730.2171599550136,730.2171599550136,0.0,8
70,H20,8,72,16,0.34146468710725963,0.1615881371065183,0.11793649364099926,0.051176470588235295,0.03715320741918389,0.19840212994170642,0.030588235294117645,0.3534918310018896,0.08176470588235293,-0.07332499517783021,22.01168467075093,22.01168467075093,45.43041638829205,45.43041638829205,726.8866622126728,726.8866622126728,0.0,8
71,H20,1,144,128,2.364346173328665,0.5144698027344993,2.414346173328665,0.33941176470588236,0.06951625259141495,0.40789472661367254,0.17470588235294118,2.8917571525337524,0.5141176470588236,-1.9697447788612563,176.35836277514713,176.35836277514713,5.670272644087635,5.670272644087635,725.7948984432173,725.7948984432173,0.0,8
72,H20,1,72,128,2.364346173328665,0.5144698027344993,2.414346173328665,0.33941176470588236,0.06951625259141495,0.45730649131955486,0.17470588235294118,2.9411689172396347,0.5141176470588236,-1.9697447788612563,179.22424512808828,179.22424512808828,5.579602242349066,5.579602242349066,714.1890870206804,714.1890870206804,0.0,8
73,H20,1,36,128,2.364346173328665,0.5144698027344993,2.414346173328665,0.33941176470588236,0.07449518261791202,0.5959614609432962,0.17470588235294118,3.084802816889873,0.5141176470588236,-1.9747237088877534,187.55501130780212,187.55501130780212,5.3317690262025055,5.3317690262025055,682.4664353539207,682.4664353539207,0.0,8
74,H800,8,36,16,0.10513483724109089,0.11871656825847873,0.08911013168877392,0.051176470588235295,0.035178240228279284,0.28142592182623427,0.030588235294117645,0.4057142937432875,0.08176470588235293,-0.04252366603470027,24.202983253609382,24.202983253609382,41.317220671582724,41.317220671582724,661.0755307453236,661.0755307453236,0.0,8
75,H20,1,16,128,2.364346173328665,0.5144698027344993,2.414346173328665,0.33941176470588236,0.08071884515103339,0.8433978200317964,0.17470588235294118,3.3384628385114947,0.5141176470588236,-1.9809473714208747,202.26729256185618,202.26729256185618,4.9439530600044295,4.9439530600044295,632.825991680567,632.825991680567,0.0,8
76,H20,1,16,64,1.208413895487862,0.3128231366613673,1.258413895487862,0.17470588235294118,0.07449518261791202,0.7936085197668257,0.09235294117647058,2.1265175978726,0.2670588235294118,-1.0658502545763624,127.9017317730585,127.9017317730585,7.818502424770469,7.818502424770469,500.38415518531,500.38415518531,0.0,8
77,H20,4,16,32,0.6304477565674604,0.21199980362480128,0.2403526082676901,0.09235294117647058,0.06951625259141495,0.753777079554849,0.051176470588235295,1.063645940413954,0.14352941176470588,-0.16633944909439916,64.21880722458612,64.21880722458612,15.571762279900316,15.571762279900316,498.2963929568101,498.2963929568101,0.0,8
78,H20,8,36,16,0.34146468710725963,0.1615881371065183,0.11793649364099926,0.051176470588235295,0.04711106747217806,0.3768885397774245,0.030588235294117645,0.5419361008906018,0.08176470588235293,-0.08328285523082438,32.94145232429624,32.94145232429624,30.35688864459815,30.35688864459815,485.7102183135704,485.7102183135704,0.0,8
79,H800,8,16,16,0.10513483724109089,0.11871656825847873,0.08911013168877392,0.051176470588235295,0.04146165495348215,0.5293402984513866,0.030588235294117645,0.6599120850936427,0.08176470588235293,-0.048807080759903136,38.94645515192998,38.94645515192998,25.676277753623626,25.676277753623626,410.820444057978,410.820444057978,0.0,8
80,H20,8,16,16,0.34146468710725963,0.1615881371065183,0.11793649364099926,0.051176470588235295,0.07138335135135135,0.7687138696343403,0.030588235294117645,0.9580337146266908,0.08176470588235293,-0.10755513910999767,57.0751139209894,57.0751139209894,17.520770985833277,17.520770985833277,280.33233577333243,280.33233577333243,0.0,8
81,GB300-NVL72,4,72,256,0.24499827929592755,0.06224017292047059,0.18614766080984727,0.03287581699346405,0.008094585399215686,0.0500635010509804,0.03287581699346405,0.24430574726004334,0.0657516339869281,-0.12849061222213484,15.091448697731709,15.091448697731709,66.26269088071732,66.26269088071732,16963.248865463633,16963.248865463633,0.0,10
82,GB300-NVL72,4,36,256,0.24499827929592755,0.06224017292047059,0.18614766080984727,0.03287581699346405,0.009568348687058824,0.08538936922352941,0.03287581699346405,0.2811053787204355,0.0657516339869281,-0.129964375509978,17.225827322434455,17.225827322434455,58.052364120568356,58.052364120568356,14861.4052148655,14861.4052148655,0.0,10
83,GB300-NVL72,1,72,512,0.4899965585918551,0.07815681642917648,0.5399965585918551,0.055751633986928104,0.010199961524705883,0.07111726230588235,0.055751633986928104,0.6213137824224434,0.11150326797385621,-0.43869325214270477,37.74065950556481,37.74065950556481,26.49662229279675,26.49662229279675,13566.270613911936,13566.270613911936,0.0,10
84,GB300-NVL72,1,36,512,0.4899965585918551,0.07815681642917648,0.5399965585918551,0.055751633986928104,0.011042111974901962,0.1001270021019608,0.055751633986928104,0.6511656726687179,0.11150326797385621,-0.43953540259290086,39.472069139848735,39.472069139848735,25.33436989221468,25.33436989221468,12971.197384813917,12971.197384813917,0.0,10
