,GPU,TP,EP,BatchSize,DenseMLA,DenseMLP,SparseMLA,Combine,SharedExpert,RoutedExpert,Dispatch,COMP_SUM,COMM_SUM,Delta,TPOT,TPOT_O,TPS,TPS_O,Total,Total_O,Comm_Impact,index_value
0,GB300-NVL72,4,72,512,0.4899965585918551,0.07815681642917648,0.30729532161969453,0.04660130718954249,0.010199961524705883,0.06101145690352941,0.04660130718954249,0.37850674004792983,0.09320261437908497,-0.22429266876531545,11.9241421063572,11.9241421063572,83.86347555073695,83.86347555073695,42938.09948197732,42938.09948197732,0.0,30
1,GB300-NVL72,4,36,512,0.4899965585918551,0.07815681642917648,0.30729532161969453,0.04660130718954249,0.011042111974901962,0.08833689579921569,0.04660130718954249,0.4066743293938122,0.09320261437908497,-0.2251348192155115,12.684667018696025,12.684667018696025,78.83533706687709,78.83533706687709,40363.69257824107,40363.69257824107,0.0,30
2,GB300-NVL72,8,72,256,0.24499827929592755,0.06224017292047059,0.16474336382905175,0.02830065359477124,0.008094585399215686,0.044168447899607846,0.02830065359477124,0.21700639712787528,0.05660130718954248,-0.11623664203872495,6.780888079101827,6.780888079101827,147.4733085599691,147.4733085599691,37753.16699135209,37753.16699135209,0.0,30
3,GB300-NVL72,4,16,512,0.4899965585918551,0.07815681642917648,0.30729532161969453,0.04660130718954249,0.013989638550588233,0.15309357899294118,0.04660130718954249,0.4743785391632239,0.09320261437908497,-0.2280823457911978,14.51268068247014,14.51268068247014,68.90525753852626,68.90525753852626,35279.491859725444,35279.491859725444,0.0,30
4,GB300-NVL72,8,36,256,0.24499827929592755,0.06224017292047059,0.16474336382905175,0.02830065359477124,0.009568348687058824,0.07654678949647059,0.02830065359477124,0.2508585020125812,0.05660130718954248,-0.1177104053265681,7.694894910988887,7.694894910988887,129.95629070540326,129.95629070540326,33268.810420583235,33268.810420583235,0.0,30
5,GB300-NVL72,4,8,512,0.4899965585918551,0.07815681642917648,0.30729532161969453,0.04660130718954249,0.015252864225882352,0.2455523255717647,0.04660130718954249,0.5681005114173416,0.09320261437908497,-0.2293455714664919,17.043173933331317,17.043173933331317,58.67451707714495,58.67451707714495,30041.352743498213,30041.352743498213,0.0,30
6,GB300-NVL72,8,16,256,0.24499827929592755,0.06224017292047059,0.16474336382905175,0.02830065359477124,0.010199961524705883,0.12277616278588235,0.02830065359477124,0.29771948813964,0.05660130718954248,-0.11834201816421515,8.960141536419474,8.960141536419474,111.60537988550635,111.60537988550635,28570.977250689626,28570.977250689626,0.0,30
7,GB300-NVL72,8,72,128,0.12249913964796377,0.05428185116611765,0.11487168191452587,0.01915032679738562,0.007357703755294117,0.038273394748235295,0.01915032679738562,0.16050278041805527,0.03830065359477124,-0.08392873207504874,4.863918043729736,4.863918043729736,205.59556945848183,205.59556945848183,26316.232890685675,26316.232890685675,0.0,30
8,GB300-NVL72,4,320,512,0.4899965585918551,0.07815681642917648,0.30729532161969453,0.33941176470588236,0.010199961524705883,0.04557028043294118,0.33941176470588236,0.3630655635773416,0.6788235294117647,0.3613282462673643,21.263092990870156,11.507230341651319,47.02984652465072,86.90188432054079,24079.28142062117,44493.76477211688,0.4588167231083344,30
9,GB300-NVL72,4,144,512,0.4899965585918551,0.07815681642917648,0.30729532161969453,0.33941176470588236,0.010199961524705883,0.05071733925647059,0.33941176470588236,0.368212622400871,0.6788235294117647,0.3613282462673643,21.40206357910545,11.646200929886612,46.724466372312186,85.86491045623201,23922.92678262384,43962.83415359079,0.45583747628632204,30
10,GB300-NVL72,8,36,128,0.12249913964796377,0.05428185116611765,0.11487168191452587,0.01915032679738562,0.007673510174117647,0.06138808139294118,0.01915032679738562,0.1839332734815847,0.03830065359477124,-0.08424453849387227,5.496541356445031,5.496541356445031,181.9325890866697,181.9325890866697,23287.371403093723,23287.371403093723,0.0,30
